Canaã dos Carajás;E-mail;sematcanaa@gmail.com
Canaã dos Carajás;Telefone;(94)99231-7117
Canaã dos Carajás;Link;https://www.canaadoscarajas.pa.gov.br/novo/meio-ambiente/
Capanema;Município;Capanema
Capanema;Endereço;Avenida Barão de Capanema, N 748. Bairro Areia Branca 
Capanema;E-mail;"semmacapanema@gmail.com; ouvidoria.capanema.pa@gmail.com"
Capanema;Telefone;(91)3462-1648
Capanema;Link;https://www.capanema.pa.gov.br/secretaria.php?sec=9
Capitão Poço;Município;Capitão Poço
Capitão Poço;Endereço;Travessa Tatajuba, S/N
Capitão Poço;E-mail;meioambiente@capitaopoco.pa.gov.br 
Capitão Poço;Telefone;(91)3468-1390
Castanhal;Município;Castanhal
Castanhal;Endereço;Rua Major Wilson, N 84 
Castanhal;E-mail;semma@castanhal.pa.gov.br
Castanhal;Telefone;(91)3711-5959
Castanhal;Link;http://www2.castanhal.pa.gov.br/secretaria_meio_ambiente
Chaves;Município;Chaves
Chaves;Endereço;Avenida Beira Mar, S/N
Chaves;E-mail;semmachaves@gmail.com
Chaves;Telefone;(91)98033-6869
Chaves;Link;https://chaves.pa.gov.br/portal-da-transparencia/estrutura-organizacional/secretaria-municipal-de-meio-ambiente-semma/
Conceição do Araguaia;Município;Conceição do Araguaia
Conceição do Araguaia;Endereço;Avenida J.K., N 3751. Bairro Centro
Conceição do Araguaia;Telefone;(94)99247-4547
Conceição do Araguaia;E-mail;semarh@conceicaodoaraguaia.pa.gov.br
Conceição do Araguaia;Link;https://conceicaodoaraguaia.pa.gov.br/portal-da-transparencia/estrutura-organizacional/secretaria-municipal-de-meio-ambiente-e-recursos-hidricos-semarh/
Concórdia;Município;Concórdia
Concórdia;Endereço;Rua João Paulo II
Concórdia;Telefone;(91)3728-1373
Concórdia;E-mail;semmacon@yahoo.com.br
Concórdia;Link;https://concordiadopara.pa.gov.br/portal-da-transparencia/estrutura-organizacional/secretaria-municipal-de-meio-ambiente/
Cumaru do Norte;Município;Cumaru do Norte
Cumaru do Norte;Endereço;Avenida das Nações, N 73. Barro Centro. CEP 68.398-000 (Sede Administrativa)
Cumaru do Norte;E-mail;ewertonkalu@hotmail.com
Cumaru do Norte;Telefone;(94)99156-7378
Cumaru do Norte;Link;https://pmcn.pa.gov.br/portal-da-transparencia/estrutura-organizacional/secretaria-municipal-de-meio-ambiente-e-turismo/
Curionópolis;Município;Curionópolis
Curionópolis;Endereço;Avenida Minas Gerais, N 190. Dentro do prédio da SEMAD
Curionópolis;Telefone;(94)98430-9898
Curionópolis;E-mail;semma.pmc@curionopolis.pa.gov.br
Curionópolis;Link;https://curionopolis.pa.gov.br/secretaria-municipal-de-meio-ambiente/
Curralinho;Município;Curralinho
Curralinho;Endereço;Avenida Jarbas Passarinho, S/N. Bairro Centro. CEP 68.815-000
Curralinho;Telefone;(91)99268-9570
Curralinho;Link;https://pmcurralinho.pa.gov.br/portal-da-transparencia/estrutura-organizacional/secretaria-municipal-de-meio-ambiente/
Curuá;Município;Curuá
Curuça;Município;Curuça
Curuça;Endereço;Praça Coronel Horácio, N 70. Bairro Centro. CEP 68.750-000
Curuça;Telefone;(91)3722-1169
Curuça;E-mail;semma@curuca.pa.gov.br
Curuça;E-mail;prefeituradecuruca@curuca.pa.gov.br
Curuça;Link;https://www.curuca.pa.gov.br/secretaria-de-meio-ambiente-e-sustentabilidade/
Dom Eliseu;Município;Dom Eliseu
Dom Eliseu;Endereço;Rua Ceará, N 372. Bairro Centro. CEP 68633-000
Dom Eliseu;Telefone;(94)3335-2901
Dom Eliseu;E-mail;meioambiente@domeliseu.gov.com.br
Dom Eliseu;Link;https://domeliseu.pa.gov.br/portal-da-transparencia/estrutura-organizacional/secretaria-municipal-de-meio-ambiente/
Eldorado dos Carajás;Município;Eldorado dos Carajás
Faro;Município;Faro
Faro;Endereço;Rua Duque de Caxias, S/N. Bairro Campina. CEP 68280-000
Faro;Telefone;(92)99536-4391
Faro;E-mail;meioambiente.faro@gmail.com
Floresta do Araguaia;Município;Floresta do Araguaia
Floresta do Araguaia;Endereço;Avenida Pres. Juscelino Kubitscheck, N 1962. Floresta do Araguaia. Lago Municipal. CEP 68543-000
Floresta do Araguaia;Telefone;(94)98405-3797
Floresta do Araguaia;E-mail;alexparazinho.79@gmail.com
Garrafão do Norte;Município;Garrafão do Norte
Garrafão do Norte;Endereço;Rua Luiz Eduardo Magalhães. Bairro Pedrinhas. CEP 68.665-000
Garrafão do Norte;Telefone;(91)3434-4254
Garrafão do Norte;E-mail;semmagn17@gmail.com
Goianésia do Pará;Endereço;Avenida Tancredo Neves S/N. Bairro Centro. CEP 68.639-000
Goianésia do Pará;Telefone;(94)3779-1488
Goianésia do Pará;E-mail;goianesiadopara@semas.pa.gov.br
Gurupá;Município;Gurupá
Gurupá;Endereço;Travessa Abílio Gama, S/N. Brasil Norte - Fortaleza. CEP 68.300-000
Gurupá;Telefone;(91)98903-0747
Igarapé-Açu;Município;Igarapé-Açu
Igarapé-Açu;Endereço;Travessa 7 de Setembro, N 3454. Prédio do antigo Campus X da UEPA. CEP 68.725-000
Igarapé-Açu;Telefone;(91)98038-1044
Igarapé-Miri;Município;Igarapé-Miri
Igarapé-Miri;Endereço;Palacete Senador Garcia, Praça Sarges Barros, S/N 
Igarapé-Miri;Telefone;(91)98531-8239
Igarapé-Miri;E-mail;meio.ambiente@igarapemiri.pa.gov.br
Inhangapi;Município;Inhangapi
Inhangapi;Endereço;Travessa Antônio Marçal, S/N. CEP 68.770-000
Inhangapi;Telefone;(91)99207-5246
Inhangapi;E-mail;inhangapi.pa.semma@hotmail.com
Ipixuna do Pará;Município;Ipixuna do Pará
Ipixuna do Pará;Endereço;Rua Luíz Batista Nonato, N 423, Centro. CEP 68.637-000
Ipixuna do Pará;Telefone;(91)98267-4869 
Ipixuna do Pará;E-mail;meioambiente@ipixunadopara.pa.gov.br
Irituia;Município;Irituia
Itaituba;Município;Itaituba
Itaituba;Endereço;Avenida Belém, N 47. Bairro Centro 
Itaituba;Telefone;(93)9921-92603
Itaituba;E-mail;semma.itb@gmail.com
Itupiranga;Município;Itupiranga
Itupiranga;Endereço;Avenida 14 de Julho, S/N. Bairro Centro. CEP 68.580-000 
Itupiranga;Telefone;(94)9144-1301
Itupiranga;E-mail;agenorpelaes@hotmail.com
Jacareacanga;Município;Jacareacanga
Jacareacanga;Endereço;Avenida Brg. Haroldo Coimbra Veloso, N 34. CEP 68.195-000
Jacareacanga;Telefone;(93)98413-2697
Jacareacanga;E-mail;"semat.jacareacanga@outlook.com; fabriciapamplona@gmail.com"
Jacundá;Município;Jacundá
Jacundá;Endereço;Rodovia PA 150 km. CEP 68590-000 
Jacundá;Telefone;(94)3345-1312
Jacundá;E-mail;sematur@jacunda.pa.gov.br
Juruti;Município;Juruti
Juruti;Endereço;Avenida Turíbio Vieira, S/N 
Juruti;Telefone;(93)99128-9717
Juruti;E-mail;meioambiente@juruti.pa.gov.br
Limoeiro do Ajurú;Município;Limoeiro do Ajurú
Limoeiro do Ajurú;Endereço;R. Marechal Rondon, S/N. Bairro Matinha. CEP 68.415-000
Limoeiro do Ajurú;Telefone;(91)99236-6056
Mãe do Rio;Município;Mãe do Rio
Mãe do Rio;Endereço;Rodovia PA 252, N 0. Bairro Severino Oliveira. CEP 68.675-000 
Mãe do Rio;E-mail;antigo Hotel Amazônia 
Mãe do Rio;Telefone;(91)9207-2061
Mãe do Rio;E-mail;secmeioambienteurbanismo@gmail.com
Magalhães Barata;Município;Magalhães Barata
Magalhães Barata;Endereço;Rua Verissimo Pinto, S/N. Bairro centro, CEP 68.722-000
Magalhães Barata;Telefone;(91)3812-3173
Magalhães Barata;E-mail;secretariambmeioambiente@gmail.com
Marabá;Município;Marabá
Marabá;Endereço;Avenida Amazônia, S/N. Agrópolis do INCRA. Bairro Amapá. CEP 68.502-090
Marabá;Telefone;(94)3323-0571
Marabá;E-mail;semma@maraba.pa.gov.br
Maracanã;Município;Maracanã
Maracanã;Endereço;Rodovia PA-127, KM 74 
Maracanã;E-mail;meioambiente@maracana.pa.gov.br 
Maracanã;Telefone;(91)98477-7899
Marapanim;Município;Marapanim
Marapanim;Endereço;Avenida Fernando Magalhães, N 600 . CEP 68.760-000
Marapanim;E-mail;semad.pmm@gmail.com
Marapanim;Telefone;(91)98561-9227
Marituba;Município;Marituba
Marituba;Endereço;Rua Antônio Bezerra Falcão. CEP 67.200-000
Marituba;Telefone;(91)98235-5931
Marituba;E-mail;semma.marituba.pa@gmail.com
Medicilândia;Município;Medicilândia
Medicilândia;Endereço;Rua Jacobsen, S/N. Bairro Ubaldino Kruger. CEP 68.145-000
Medicilândia;Telefone;(93)99134-4452
Medicilândia;E-mail;semmamed@gmail.com, jr.santos2006@bol.com
Melgaço;Município;Melgaço
Melgaço;Endereço;Avenida Senador Lemos. Bairro Centro Guarycurú
Melgaço;Telefone;(91)99245-3108
Mocajuba;Município;Mocajuba
Mocajuba;Endereço;Rua Deodete de Oliveira, S/N. Bairro Monte Alegre. CEP 68.420-000 
Mocajuba;Telefone;(91)98244-6109
Mocajuba;E-mail;semad.mocajuba@gmail.com
Moju;Município;Moju
Moju;Endereço;Rua Padre João, S/N. Bairro Alto. CEP 68450-000
Moju;Telefone;(91)9943-9397
Moju;E-mail;sectema@moju.pa.gov.br
Mojuí dos Campos;Município;Mojuí dos Campos
Mojuí dos Campos;Endereço;Rua Aroldo Veloso, S/N. Bairro Centro 
Mojuí dos Campos;E-mail;semma@mojuidoscampos.pa.gov.br 
Mojuí dos Campos;Telefone;(93)9242-9227
Mojuí dos Campos;Link;www.mojuidoscampos.pa.gov.br
Monte Alegre;Município;Monte Alegre
Monte Alegre;Endereço;Praça Tiradentes, N 100. Bairro Cidade Baixa
Monte Alegre;E-mail;prefeitura@montealegre.pa.gov.br
Monte Alegre;Telefone;(93)3533-1010
Monte Alegre;Link;https://www.montealegre.pa.gov.br/category/semmag/
Muaná;Município;Muaná
Muaná;Endereço;Rua Manoel Izidro da Silva, S/N
Muaná;E-mail;luiz_tavares11@hotmail.com
Muaná;Telefone;(91)99139-7909
Muaná;Link;https://muana.pa.gov.br/portal-da-transparencia/estrutura-organizacional/secretaria-de-meio-ambiente/
Nova Esperança do Piriá;Município;Nova Esperança do Piriá
Nova Esperança do Piriá;Endereço;Avenida São Pedro, N 752. Bairro Centro
Nova Esperança do Piriá;E-mail;gabinetepmnep@gmail.com
Nova Esperança do Piriá;Telefone;(91)98411-1972
Nova Esperança do Piriá;Link;https://novaesperancadopiria.pa.gov.br/portal-da-transparencia/estrutura-organizacional/secretaria-municipal-de-meio-ambiente-e-habitacao/
Nova Ipixuna;Município;Nova Ipixuna
Nova Ipixuna;Endereço;Rua Antonio Marrocos, N 01. Bairro da Felicidade. Nova Timboteua-PA
Nova Ipixuna;E-mail;prefeitura@novaipixuna.pa.gov.br 
Nova Ipixuna;Telefone;(94)99220-6884
Nova Ipixuna;Link;https://novaesperancadopiria.pa.gov.br/portal-da-transparencia/estrutura-organizacional/secretaria-municipal-de-meio-ambiente-e-habitacao/
Nova Timboteua;Município;Nova Timboteua
Nova Timboteua;Endereço;Avenida Barão do Rio Branco, N 2312. Bairro Centro 
Nova Timboteua;E-mail;smadmpmnt@hotmail.com 
Nova Timboteua;Telefone;(91)3469-1189
Nova Timboteua;Link;https://novatimboteua.pa.gov.br/
Novo Progresso;Município;Novo Progresso
Novo Progresso;Endereço;Travessa Belém, N 768. Bairro Jardim Europa 
Novo Progresso;E-mail;municnovoprogresso.pmv@gmail.com 
Novo Progresso;Telefone;(93)98116-4967
Novo Progresso;Link;https://novoprogresso.pa.gov.br/portal-da-transparencia/estrutura-organizacional/secretaria-municipal-de-meio-ambiente/
Novo Repartimento;Município;Novo Repartimento
Novo Repartimento;Endereço;Rua Muiracatiara, N 164-236. Bairro Parque da Ladeira
Novo Repartimento;E-mail;ouvidoria@novorepartimento.pa.gov.br
Novo Repartimento;Telefone;(94)99217-6830
Novo Repartimento;Link;https://novorepartimento.pa.gov.br/web/pag.php?pg=ouvidoria/ouvidoria
Óbidos;Município;Óbidos
Óbidos;Endereço;Rua Dom Floriano, N 777. Bairro Lourdes
Óbidos;E-mail;pmosema@obidos.pa.gov.br 
Óbidos;Telefone;(93)99115-8259
Óbidos;Link;https://obidos.pa.gov.br/portal-da-transparencia/estrutura-organizacional/secretaria-interino-municipal-de-meio-ambiente-sema/
Oeiras do Pará;Município;Oeiras do Pará
Oeiras do Pará;Endereço;Artêmio Araújo, S/N. Bairro Marapira 
Oeiras do Pará;E-mail;ouvidoria@oeirasdopara.pa.gov.br 
Oeiras do Pará;Telefone;(91)99396-0188
Oeiras do Pará;Link;https://oeirasdopara.pa.gov.br/ouvidoria/ 
Oriximiná;Município;Oriximiná
Oriximiná;Endereço;Avenida Quinze de Novembro, N 618-812. Bairro Centro 
Oriximiná;E-mail;ouvidoria@oriximina.pa.gov.br 
Oriximiná;Telefone;(93)3554-3837
Oriximiná;Link;https://www.oriximina.pa.gov.br/
Ourém;Município;Ourém
Ourém;Endereço;Travessa Dr. Lauro Sodré, N 336. CEP 68.640-000 
Ourém;E-mail;semmaourempa@gmail.com 
Ourém;Telefone;(91)8405-1561
Ourém;Link;https://www.ourem.pa.gov.br/secretaria.php?sec=2
Ourilândia do Norte;Município;Ourilândia do Norte
Ourilândia do Norte;Endereço;Rua 17, N 595. Bairro Centro. CEP 68.390-000
Ourilândia do Norte;E-mail;meioambiente@ourilandia.pa.gov.br 
Ourilândia do Norte;Telefone;(94)98436-7933
Ourilândia do Norte;Link;https://ourilandia.pa.gov.br/portal-da-transparencia/estrutura-organizacional/secretaria-de-meio-ambiente/
Pacajá;Município;Pacajá
Pacajá;Endereço;Avenida Transamazônica, S/N. Bairro Colinas 
Pacajá;E-mail;semmapmp@gmail.com 
Pacajá;Telefone;(91)99264-2461
Pacajá;Link;https://pacaja.pa.gov.br/portal-da-transparencia/estrutura-organizacional/secretaria-municipal-de-meio-ambiente/
Palestina do Pará;Município;Palestina do Pará
Palestina do Pará;Endereço;Rua Magalhães Barata, S/N. Bairro Centro 
Palestina do Pará;E-mail;semmaspalestina@gmail.com 
Palestina do Pará;Telefone;(94)99180-4131
Palestina do Pará;Link;https://palestinadopara.pa.gov.br/portal-da-transparencia/estrutura-organizacional/secretaria-de-meio-ambiente/
Paragominas;Município;Paragominas
Paragominas;Endereço;Rodovia Clodomiro Bicalho, S/N. Polo Moveleiro, Setor Amarelo, Distrito Industrial. 
Paragominas;E-mail;semma@paragominas.pa.gov.br  
Paragominas;Telefone;"(91)99116-8524; (91)99114-9228"
Paragominas;Link;https://paragominas.pa.gov.br/portal-da-transparencia/estrutura-organizacional/secretaria-municipal-do-verde-e-meio-ambiente-semma/
Parauapebas;Município;Parauapebas
Parauapebas;Endereço;Rua Juruna, Quadra Especial 
Parauapebas;E-mail;semma@parauapebas.pa.gov.br  
Parauapebas;Link;https://parauapebas.pa.gov.br/meio-ambiente/
Pau D'arco;Endereço;Avenida Maria de Sá, S/N. Bairro Setor Paraiso 
Pau D'arco;E-mail;semmapaudarco@hotmail.com 
Pau D'arco;Telefone;"(94)3356-8105; (91)3356-8104"
Pau D'arco;Link;https://paudarco.pa.gov.br/portal-da-transparencia/estrutura-organizacional/secretaria-municipal-de-meio-ambiente/
Peixe Boi;Município;Peixe Boi
Peixe Boi;Endereço;Avenida João Gomes Pedrosa, N 500. Bairro Centro (Prédio da Prefeitura) 
Peixe Boi;E-mail;peixeboi@semas.pa.gov.br 
Peixe Boi;Telefone;(91)3821-1281
Peixe Boi;Link;https://prefeituradepeixeboi.pa.gov.br/portal-da-transparencia/estrutura-organizacional/secretaria-de-meio-ambiente/
Piçarra;Município;Piçarra
Piçarra;Endereço;Rua Tancredo Neves, S/N. Bairro Centro 
Piçarra;E-mail;semmatur.picarra@gmail.com 
Piçarra;Telefone;(94)99292-3010
Piçarra;Link;http://picarra.pa.gov.br/portal/secretarios-municipais/#1632831422617-b9a7274c-ad25
Placas;Município;Placas
Placas;Endereço;Rua Olavo Bilac, N 2 
Placas;E-mail;semmaplacas21@yahoo.com.br 
Placas;Telefone;(93)99138-5258
Placas;Link;https://placas.pa.gov.br/portal-da-transparencia/estrutura-organizacional/secretaria-municipal-de-meio-ambiente/
Ponta de Pedras;Município;Ponta de Pedras
Ponta de Pedras;Endereço;Praça Antônio Malato, N 30. Bairro Centro. CEP 68.830-000  
Ponta de Pedras;E-mail;meioambiente@pontadepedras.pa.gov.br 
Ponta de Pedras;Telefone;(91)98464-5315
Ponta de Pedras;Link;https://www.pontadepedras.pa.gov.br/secretaria.php?sec=34
Portel;Município;Portel
Portel;Endereço;Avenida Mal. Floriano Peixoto, N 85. Bairro Centro. CEP 66480-000 
Portel;E-mail;sema@portel.pa.gov.br 
Portel;Telefone;(91)99245-6210
Portel;Link;https://portel.pa.gov.br/portal-da-transparencia/estrutura-organizacional/secretaria-municipal-de-meio-ambiente-sema/
Porto de Moz;Município;Porto de Moz
Porto de Moz;Endereço;Rua Raimundo de Jesus da Jesus, S/N. SAAE - Bomba D’água, Cariri 
Porto de Moz;E-mail;semma_pmz@hotmail.com 
Porto de Moz;Telefone;(93)98406-2623
Porto de Moz;Link;https://portodemoz.pa.gov.br/portal-da-transparencia/estrutura-organizacional/secretaria-de-pesca-e-agricultura/
Prainha;Município;Prainha
Prainha;Endereço;Rodovia PA 419, Km 01. Bairro São Sebastião 
Prainha;E-mail;ebsonmendescrf@gmail.com 
Prainha;Telefone;(93)98413-3123
Prainha;Link;https://prainha.pa.gov.br/portal-da-transparencia/estrutura-organizacional/secretaria-de-meio-ambiente/
Primavera;Município;Primavera
Primavera;Endereço;Rua Cesar Pinheiro. Bairro Centro 
Primavera;E-mail;prefeituradeprimaverapa@gmail.com  
Primavera;Telefone;(91)3481-1228
